desigcomercial,numbicicletas,numdocasvacias,add_data,add_hora,datetime,longitude,latitude
203 - Padrão dos Descobrimentos,1,21,2022-02-25,23:08:11.,2022-02-25 23:08:11,-9.20633,38.6935 
309 - Rua da Palma,8,2,2022-02-25,23:08:11.,2022-02-25 23:08:11,-9.13577,38.71901
307 - Marquês de Pombal,7,26,2022-02-25,23:08:12.,2022-02-25 23:08:12,-9.149334,38.724954
423 - Av. Conde Valbom / Rua Marquês Sá da Bandeira,1,9,2022-02-25,23:08:12.,2022-02-25 23:08:12,-9.152295,38.737911
308 - Marquês de Pombal,3,8,2022-02-25,23:08:12.,2022-02-25 23:08:12,-9.14969,38.7246 
457 - Rua Aboim Ascensão,7,3,2022-02-25,23:08:16.,2022-02-25 23:08:16,-9.14722,38.74975
476 - Av. Professor Gama Pinto / Reitoria,0,23,2022-02-25,23:08:16.,2022-02-25 23:08:16,-9.15885,38.75231
464 - Av. da Igreja / Rua Afonso Lopes Vieira,7,7,2022-02-25,23:08:16.,2022-02-25 23:08:16,-9.148427,38.75165]
442 - Campo Pequeno,4,12,2022-02-25,23:08:15.,2022-02-25 23:08:15,-9.14523,38.743371]
206 - Av. Brasília / Doca de Alcântara,14,8,2022-02-25,23:08:15.,2022-02-25 23:08:15,-9.17502,38.70141
459 - Rua Maria Amália Vaz de Carvalho / ES Rainha D. Leonor,6,14,2022-02-25,23:08:17.,2022-02-25 23:08:17,-9.141741,38.751481
481 - Campo Grande / Museu da Cidade,6,14,2022-02-25,23:08:17.,2022-02-25 23:08:17,-9.156169,38.758207
109 - Alameda dos Oceanos / Rua Ilha dos Amores,12,2,2022-02-25,23:08:14.,2022-02-25 23:08:14,-9.094672,38.777589
112 - Alameda dos Oceanos / Passeio das Garças,3,11,2022-02-25,23:08:14.,2022-02-25 23:08:14,-9.09622,38.78069
433 - Av. Paris / Av. Almirante Reis,11,3,2022-02-25,23:08:14.,2022-02-25 23:08:14,-9.13409,38.74095
110 - Rua de Moscavide,9,9,2022-02-25,23:08:14.,2022-02-25 23:08:14,-9.097068,38.778466
205 - Av. Brasília / Cordoaria,4,6,2022-02-25,23:08:14.,2022-02-25 23:08:14,-9.188,"38.697 ""ty"
550 - Rua Fernando Curado Ribeiro / Alameda das Li,5,15,2022-02-25,23:08:18.,2022-02-25 23:08:18,-9.156487,38.760871
471 - Rua Lopes de Mendonça / EB São João de Brito,9,1,2022-02-25,23:08:19.,2022-02-25 23:08:19,-9.137337,38.756487
479 - Rua Professor Oliveira Marques,1,13,2022-02-25,23:08:20.,2022-02-25 23:08:20,-9.15724,38.75491
410 - Rua da Mesquita / Universidade Nova de Lisboa,17,23,2022-02-25,23:08:21.,2022-02-25 23:08:21,-9.16015,38.73492
316 - Rua António Pedro / Rua Pascoal de Melo,5,9,2022-02-25,23:08:11.,2022-02-25 23:08:11,-9.135356,38.731424
401 - Rua Martens Ferrão / Av. Fontes Pereira de Melo,2,14,2022-02-25,23:08:11.,2022-02-25 23:08:11,-9.14742,38.72894
403 - Av. Fontes Pereira de Melo,1,19,2022-02-25,23:08:12.,2022-02-25 23:08:12,-9.146522,38.731698
