desigcomercial,numbicicletas,numdocasvacias,add_data,add_hora,datetime,longitude,latitude
416 - Av. República / Avenida Duque de Ávila,1,15,2022-02-24,00:01:02.,2022-02-24 00:01:02,-9.14553,38.735304]
212 - Av. Infante Dom Henrique / Terminal de Cruzeiros,17,3,2022-02-24,00:01:03.,2022-02-24 00:01:03,-9.12769,38.71035
487 - Rua Professor João Barreira,12,2,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.17096,38.76136
220 - Rua do Comercio,16,4,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.137125,38.70878]
415 - Av. Duque de Ávila / Av. Conde Valbom,0,20,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.148443,38.735188
208 - Cais das Pombas,14,8,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.14373,38.70523
139 - Rua Cidade de Bissau {Metro Olivais},6,19,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.111596,38.76134]
490 - Rua Fernando Namora / Azinhaga da Torre do Fato,6,10,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.17849,38.76026
134 - Praça Cidade do Luso,14,6,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.116342,38.765588
555 - Alameda das Linhas de Torres,26,7,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.160248,38.770657
223 - Praça do Rossio,9,12,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.138952,38.713112
225 - Martim Moniz,11,5,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.13694,38.71526
203 - Padrão dos Descobrimentos,6,16,2022-02-24,00:20:30.,2022-02-24 00:20:30,-9.20633,38.6935 
474 - Av. do Brasil / Av. Rio de Janeiro,6,10,2022-02-24,00:20:30.,2022-02-24 00:20:30,-9.1409,38.75832 
313 - Rua Frei Francisco Foreiro / Rua de Arroios,13,1,2022-02-24,00:20:31.,2022-02-24 00:20:31,-9.135956,38.728049
114 - Via do Oriente,4,6,2022-02-24,00:20:32.,2022-02-24 00:20:32,-9.09974,38.78836
484 - Rua Professor Vieira de Almeida,18,4,2022-02-24,00:20:32.,2022-02-24 00:20:32,-9.16658,38.76081
110 - Rua de Moscavide,15,3,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.097068,38.778466
431 - Rua do Arco Cego / Av. Magalhães Lima,10,4,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.14199,38.73937
407 - Praça Duque de Saldanha,1,16,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.14446,38.73434
476 - Av. Professor Gama Pinto / Reitoria,0,23,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.15885,38.75231
485 - Rua Tomás da Fonseca / Rua António Albino Machado,2,8,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.17,"38.756 ""typ"
554 - Alameda das Linhas de Torres / Rua Ladislau,23,4,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.158298,38.768683
219 - Praça do Município,4,18,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.13951,38.70797
218 - Cais do Sodré,10,12,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.14471,38.70617
410 - Rua da Mesquita / Universidade Nova de Lisboa,21,19,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.16015,38.73492
305 - Avenida da Liberdade / Rua Barata Salgueiro,1,15,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.147,"38.72228 """
456 - Entrecampos / Av. das Forças Armadas,10,31,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.14872,38.74877
446 - Av. República / Interface Entrecampos ,21,19,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.14773,38.74456
552 - Alameda das Linhas de Torres / Hospital Puli,12,0,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.157335,38.766075
206 - Av. Brasília / Doca de Alcântara,16,6,2022-02-24,00:01:03.,2022-02-24 00:01:03,-9.17502,38.70141
314 - Rua Marques da Silva / Rua António Pedro,8,4,2022-02-24,00:01:07.,2022-02-24 00:01:07,-9.135675,38.729657
150 - Avenida Dr. Francisco Luis Gomes / Go Fit,9,8,2022-02-24,00:01:07.,2022-02-24 00:01:07,-9.111745,38.769665
464 - Av. da Igreja / Rua Afonso Lopes Vieira,9,5,2022-02-24,00:01:07.,2022-02-24 00:01:07,-9.148427,38.75165]
471 - Rua Lopes de Mendonça / EB São João de Brito,6,4,2022-02-24,00:01:03.,2022-02-24 00:01:03,-9.137337,38.756487
417 - Av. Duque de Ávila / Jardim Arco Do Cego,7,16,2022-02-24,00:20:30.,2022-02-24 00:20:30,-9.142703,38.735352
419 - Av. António José de Almeida / Instituto Superior Técnico,3,22,2022-02-24,00:20:31.,2022-02-24 00:20:31,-9.13956,38.73811
406 - Praça Duque de Saldanha,0,17,2022-02-24,00:20:32.,2022-02-24 00:20:32,-9.145341,38.734247
106 - Jardim Garcia da Orta,4,10,2022-02-24,00:20:33.,2022-02-24 00:20:33,-9.092506,38.769459
550 - Rua Fernando Curado Ribeiro / Alameda das Li,10,10,2022-02-24,00:01:03.,2022-02-24 00:01:03,-9.156487,38.760871
408 - Praça Duque de Saldanha,2,8,2022-02-24,00:01:01.,2022-02-24 00:01:01,-9.144117,38.733749
479 - Rua Professor Oliveira Marques,0,14,2022-02-24,00:01:03.,2022-02-24 00:01:03,-9.15724,38.75491
462 - Campo Grande / Biblioteca Nacional,1,28,2022-02-24,00:01:03.,2022-02-24 00:01:03,-9.15031,38.75027
432 - Praça de Londres,9,1,2022-02-24,00:01:03.,2022-02-24 00:01:03,-9.1377,"38.7407 """
215 - Av. 24 de Julho,7,10,2022-02-24,00:01:03.,2022-02-24 00:01:03,-9.14949,38.70662
115 - Passeio dos Heróis do Mar / Rua Capitão Cook,12,0,2022-02-24,00:01:04.,2022-02-24 00:01:04,-9.09781,"38.793 """
423 - Av. Conde Valbom / Rua Marquês Sá da Bandeira,0,10,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.152295,38.737911
453 - Av. Roma / Av. EUA,6,8,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.14207,38.74873
205 - Av. Brasília / Cordoaria,7,3,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.188,"38.697 ""ty"
472 - Rua Marquês Soveral / ES Padre António Vieira,7,7,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.13608,38.75784
222 - Praça da Figueira,19,11,2022-02-24,00:01:07.,2022-02-24 00:01:07,-9.13828,38.71383
413 - Av. Ressano Garcia / Av. António Augusto de Aguiar,3,7,2022-02-24,00:01:07.,2022-02-24 00:01:07,-9.15425,38.73432
430 - Av. Barbosa Du Bocage / Rua Arco do Cego,7,13,2022-02-24,00:01:07.,2022-02-24 00:01:07,-9.14329,38.74081
221-Rua do Crucifixo/Rua São Nicolau,0,15,2022-02-24,00:20:30.,2022-02-24 00:20:30,-9.138828,38.710191
151 - Rua Contra Almirante Ferraz / Escola Sec.António Damásio,0,24,2022-02-24,00:20:30.,2022-02-24 00:20:30,-9.108728,38.770434
102 - Porta do Mar,8,6,2022-02-24,00:20:30.,2022-02-24 00:20:30,-9.096439,38.759156
421 - Alameda D. Afonso Henriques,19,1,2022-02-24,00:20:31.,2022-02-24 00:20:31,-9.13416,38.73736
101 - Alameda dos Oceanos / Rua dos Argonautas,13,3,2022-02-24,00:20:31.,2022-02-24 00:20:31,-9.096804,38.756161
401 - Rua Martens Ferrão / Av. Fontes Pereira de Melo,2,14,2022-02-24,00:20:31.,2022-02-24 00:20:31,-9.14742,38.72894
442 - Campo Pequeno,7,9,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.14523,38.743371]
475 - Av. Professor Gama Pinto / Cantina Velha,1,40,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.15907,38.75115
107 - Rotunda dos Vice-Reis,8,6,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.095416,38.774505
414 - Av. Duque de Ávila / Rua Pinheiro Chagas,0,19,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.151,"38.735 ""ty"
112 - Alameda dos Oceanos / Passeio das Garças,13,1,2022-02-24,00:01:05.,2022-02-24 00:01:05,-9.09622,38.78069
460 - Av. Rio de Janeiro / Parque de Jogos 1º de Maio,12,3,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.13749,38.75176
477 - Alameda da Universidade / Faculdade de Direito,6,18,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.15671,38.75264
463 - Campo Grande / Av. da Igreja,2,8,2022-02-24,00:01:06.,2022-02-24 00:01:06,-9.14951,38.75243
