id_expl,id_planeamento,desig_comercial,tipo_servico_niveis,num_bicicletas,num_docas,racio,estado,update_date,bbox,update_date_hour,update_date_only,longitude,latitude
223,223,223 - Praça do Rossio,,6,21,0.29,active,2022-02-16 07:45:35,"-9.138952, 38.713112, -9.138952, 38.713112",7,2022-02-16,-9.138952,38.713112
220,220,220 - Rua do Comercio,,8,20,0.4,active,2022-02-16 07:45:35,"-9.137125, 38.70878, -9.137125, 38.70878",7,2022-02-16,-9.137125,38.70878
226,226,226 - Rua dos Fanqueiros,,9,17,0.53,active,2022-02-16 07:45:35,"-9.136456, 38.711888, -9.136456, 38.711888",7,2022-02-16,-9.136456,38.711888
315,315,315 - Rua Passos Manuel/ Jardim Constantino,A,9,20,0.45,active,2022-02-16 07:45:36,"-9.136968, 38.731264, -9.136968, 38.731264",7,2022-02-16,-9.136968,38.731264
137,137,137 - Rua Cidade de Bissau (entrada SPACIO),A,7,33,0.21,active,2022-02-16 07:45:35,"-9.114505, 38.762829, -9.114505, 38.762829",7,2022-02-16,-9.114505,38.762829
139,139,139 - Rua Cidade de Bissau (Metro Olivais),A,4,25,0.16,active,2022-02-16 07:45:35,"-9.111596, 38.76134, -9.111596, 38.76134",7,2022-02-16,-9.111596,38.76134
311,311,311 - Avenida Almirante Reis Nº14,A,8,11,0.73,active,2022-02-16 07:45:36,"-9.135295, 38.721721, -9.135295, 38.721721",7,2022-02-16,-9.135295,38.721721
313,313,313 - Rua Frei Francisco Foreiro / Rua de Arroios,A,13,14,0.93,active,2022-02-16 07:45:36,"-9.135956, 38.728049, -9.135956, 38.728049",7,2022-02-16,-9.135956,38.728049
314,314,314 - Rua Marques da Silva / Rua António Pedro,A,5,12,0.42,active,2022-02-16 07:45:36,"-9.135675, 38.729657, -9.135675, 38.729657",7,2022-02-16,-9.135675,38.729657
316,316,316 - Rua António Pedro / Rua Pascoal de Melo,A,10,14,0.71,active,2022-02-16 07:45:36,"-9.135356, 38.731424, -9.135356, 38.731424",7,2022-02-16,-9.135356,38.731424
555,555,555 - Alameda das Linhas de Torres,A,32,33,0.97,active,2022-02-16 07:45:37,"-9.160248, 38.770657, -9.160248, 38.770657",7,2022-02-16,-9.160248,38.770657
104,104,104 - Gare do Oriente,A,11,40,0.28,active,2022-02-16 07:45:11,"-9.097322, 38.766716, -9.097322, 38.766716",7,2022-02-16,-9.097322,38.766716
101,101,101 - Alameda dos Oceanos / Rua dos Argonautas,A,15,16,0.94,active,2022-02-16 07:45:11,"-9.096804, 38.756161, -9.096804, 38.756161",7,2022-02-16,-9.096804,38.756161
110,110,110 - Rua de Moscavide,B,18,18,1.0,active,2022-02-16 07:45:13,"-9.097068, 38.778466, -9.097068, 38.778466",7,2022-02-16,-9.097068,38.778466
452,452,452 - Rua Teixeira de Pascoais / Rua Dr. Gama Barros,B,8,10,0.8,active,2022-02-16 07:45:13,"-9.136681, 38.747751, -9.136681, 38.747751",7,2022-02-16,-9.136681,38.747751
450,450,450 - Rua Alfredo Cortês,B,8,10,0.8,active,2022-02-16 07:45:16,"-9.14399, 38.74626, -9.14399, 38.74626",7,2022-02-16,-9.14399,38.74626
403,403,403 - Av. Fontes Pereira de Melo,B,12,20,0.6,active,2022-02-16 07:45:21,"-9.146522, 38.731698, -9.146522, 38.731698",7,2022-02-16,-9.146522,38.731698
301,301,301 - Avenida da Liberdade / Restauradores,A,4,22,0.18,active,2022-02-16 07:45:29,"-9.14242, 38.71702, -9.14242, 38.71702",7,2022-02-16,-9.14242,38.71702
475,475,475 - Av. Professor Gama Pinto / Cantina Velha,B,18,41,0.44,active,2022-02-16 07:45:31,"-9.15907, 38.75115, -9.15907, 38.75115",7,2022-02-16,-9.15907,38.75115
105,105,105 - CC Vasco da Gama,A,9,40,0.23,active,2022-02-16 07:45:11,"-9.096222, 38.768548, -9.096222, 38.768548",7,2022-02-16,-9.096222,38.768548
102,102,102 - Porta do Mar,B,8,14,0.57,active,2022-02-16 07:45:11,"-9.096439, 38.759156, -9.096439, 38.759156",7,2022-02-16,-9.096439,38.759156
457,457,457 - Rua Aboim Ascensão,B,6,10,0.6,active,2022-02-16 07:45:13,"-9.14722, 38.74975, -9.14722, 38.74975",7,2022-02-16,-9.14722,38.74975
473,473,473 - Av. do Brasil / Av. de Roma,B,4,14,0.29,active,2022-02-16 07:45:18,"-9.14697, 38.75643, -9.14697, 38.75643",7,2022-02-16,-9.14697,38.75643
308,308,308 - Marquês de Pombal,A,5,11,0.45,active,2022-02-16 07:45:24,"-9.14969, 38.7246, -9.14969, 38.7246",7,2022-02-16,-9.14969,38.7246
112,112,112 - Alameda dos Oceanos / Passeio das Garças,B,7,14,0.5,active,2022-02-16 07:45:29,"-9.09622, 38.78069, -9.09622, 38.78069",7,2022-02-16,-9.09622,38.78069
476,476,476 - Av. Professor Gama Pinto / Reitoria,B,12,23,0.52,active,2022-02-16 07:45:32,"-9.15885, 38.75231, -9.15885, 38.75231",7,2022-02-16,-9.15885,38.75231
103,103,103 - Jardim da Água,B,12,20,0.6,active,2022-02-16 07:45:12,"-9.095019, 38.761218, -9.095019, 38.761218",7,2022-02-16,-9.095019,38.761218
106,106,106 - Jardim Garcia da Orta,B,3,14,0.21,active,2022-02-16 07:45:12,"-9.092506, 38.769459, -9.092506, 38.769459",7,2022-02-16,-9.092506,38.769459
412,412,412 - Av. Ressano Garcia / Av. António Augusto de Aguiar,B,3,16,0.19,active,2022-02-16 07:45:14,"-9.1546, 38.73448, -9.1546, 38.73448",7,2022-02-16,-9.1546,38.73448
459,459,459 - Rua Maria Amália Vaz de Carvalho / ES Rainha D. Leonor,B,9,20,0.45,active,2022-02-16 07:45:18,"-9.141741, 38.751481, -9.141741, 38.751481",7,2022-02-16,-9.141741,38.751481
474,474,474 - Av. do Brasil / Av. Rio de Janeiro,A,13,16,0.81,active,2022-02-16 07:45:18,"-9.1409, 38.75832, -9.1409, 38.75832",7,2022-02-16,-9.1409,38.75832
113,113,113 - Alameda dos Oceanos/ Passeio do Levante,B,10,14,0.71,active,2022-02-16 07:45:28,"-9.09825, 38.78414, -9.09825, 38.78414",7,2022-02-16,-9.09825,38.78414
479,479,479 - Rua Professor Oliveira Marques,B,4,14,0.29,active,2022-02-16 07:45:31,"-9.15724, 38.75491, -9.15724, 38.75491",7,2022-02-16,-9.15724,38.75491
107,107,107 - Rotunda dos Vice-Reis,B,8,14,0.57,active,2022-02-16 07:45:12,"-9.095416, 38.774505, -9.095416, 38.774505",7,2022-02-16,-9.095416,38.774505
108,108,108 - Rua do Bojador,B,9,14,0.64,active,2022-02-16 07:45:12,"-9.09235, 38.774289, -9.09235, 38.774289",7,2022-02-16,-9.09235,38.774289
460,460,460 - Av. Rio de Janeiro / Parque de Jogos 1º de Maio,B,14,15,0.93,active,2022-02-16 07:45:17,"-9.13749, 38.75176, -9.13749, 38.75176",7,2022-02-16,-9.13749,38.75176
417,417,417 - Av. Duque de Ávila / Jardim Arco Do Cego,A,1,23,0.04,active,2022-02-16 07:45:17,"-9.142703, 38.735352, -9.142703, 38.735352",7,2022-02-16,-9.142703,38.735352
114,114,114 - Via do Oriente,B,9,10,0.9,active,2022-02-16 07:45:25,"-9.09974, 38.78836, -9.09974, 38.78836",7,2022-02-16,-9.09974,38.78836
551,551,551 - Rua Francisco Stromp / Alameda das Linhas de,A,1,20,0.05,active,2022-02-16 07:45:34,"-9.157235, 38.762584, -9.157235, 38.762584",7,2022-02-16,-9.157235,38.762584
109,109,109 - Alameda dos Oceanos / Rua Ilha dos Amores,B,14,14,1.0,active,2022-02-16 07:45:12,"-9.094672, 38.777589, -9.094672, 38.777589",7,2022-02-16,-9.094672,38.777589
115,115,115 - Passeio dos Heróis do Mar / Rua Capitão Cook,A,11,12,0.92,active,2022-02-16 07:45:22,"-9.09781, 38.793, -9.09781, 38.793",7,2022-02-16,-9.09781,38.793
421,421,421 - Alameda D. Afonso Henriques,A,10,20,0.5,active,2022-02-16 07:45:22,"-9.13416, 38.73736, -9.13416, 38.73736",7,2022-02-16,-9.13416,38.73736
461,461,461 - Rua Professora Teresa Ambrósio,B,0,32,0.0,active,2022-02-16 07:45:31,"-9.155564, 38.749141, -9.155564, 38.749141",7,2022-02-16,-9.155564,38.749141
554,554,554 - Alameda das Linhas de Torres / Rua Ladislau,A,25,27,0.93,active,2022-02-16 07:45:34,"-9.158298, 38.768683, -9.158298, 38.768683",7,2022-02-16,-9.158298,38.768683
423,423,423 - Av. Conde Valbom / Rua Marquês Sá da Bandeira,B,5,10,0.5,active,2022-02-16 07:45:18,"-9.152295, 38.737911, -9.152295, 38.737911",7,2022-02-16,-9.152295,38.737911
225,225,225 - Martim Moniz,A,9,16,0.56,active,2022-02-16 07:45:25,"-9.13694, 38.71526, -9.13694, 38.71526",7,2022-02-16,-9.13694,38.71526
212,212,212 - Av. Infante Dom Henrique / Terminal de Cruzeiros,B,4,20,0.2,active,2022-02-16 07:45:26,"-9.12769, 38.71035, -9.12769, 38.71035",7,2022-02-16,-9.12769,38.71035
462,462,462 - Campo Grande / Biblioteca Nacional,B,11,29,0.38,active,2022-02-16 07:45:27,"-9.15031, 38.75027, -9.15031, 38.75027",7,2022-02-16,-9.15031,38.75027
556,556,556 - Alamedas das Linhas de Torres / Estrada da T,A,6,11,0.55,active,2022-02-16 07:45:34,"-9.161462, 38.773489, -9.161462, 38.773489",7,2022-02-16,-9.161462,38.773489
463,463,463 - Campo Grande / Av. da Igreja,B,5,10,0.5,active,2022-02-16 07:45:19,"-9.14951, 38.75243, -9.14951, 38.75243",7,2022-02-16,-9.14951,38.75243
427,427,427 - Av. República / Av. Visconde Valmor,A,7,12,0.58,active,2022-02-16 07:45:20,"-9.14617, 38.73812, -9.14617, 38.73812",7,2022-02-16,-9.14617,38.73812
307,307,307 - Marquês de Pombal,A,4,33,0.12,active,2022-02-16 07:45:24,"-9.149334, 38.724954, -9.149334, 38.724954",7,2022-02-16,-9.149334,38.724954
131,131,131 - Avenida de Berlim / Praça Baden Powell,A,6,21,0.29,active,2022-02-16 07:45:33,"-9.110767, 38.768137, -9.110767, 38.768137",7,2022-02-16,-9.110767,38.768137
464,464,464 - Av. da Igreja / Rua Afonso Lopes Vieira,B,6,14,0.43,active,2022-02-16 07:45:13,"-9.148427, 38.75165, -9.148427, 38.75165",7,2022-02-16,-9.148427,38.75165
