desigcomercial,numbicicletas,numdocasvacias,add_data,add_hora,datetime,longitude,latitude
151 - Rua Contra Almirante Ferraz / Escola Sec.António Damásio,11,13,2022-03-16,16:29:32.,2022-03-16 16:29:32,-9.108728,38.770434
205 - Av. Brasília / Cordoaria,5,5,2022-03-16,16:29:32.,2022-03-16 16:29:32,-9.188,"38.697 ""ty"
483 - Rua Professor Francisco Lucas Pires ,2,14,2022-03-16,16:29:32.,2022-03-16 16:29:32,-9.16405,38.75939
442 - Campo Pequeno,7,9,2022-03-16,16:29:33.,2022-03-16 16:29:33,-9.14523,38.743371]
556 - Alamedas das Linhas de Torres / Estrada da T,1,10,2022-03-16,16:29:28.,2022-03-16 16:29:28,-9.161462,38.773489
464 - Av. da Igreja / Rua Afonso Lopes Vieira,10,4,2022-03-16,16:29:31.,2022-03-16 16:29:31,-9.148427,38.75165]
401 - Rua Martens Ferrão / Av. Fontes Pereira de Melo,3,13,2022-03-16,16:29:34.,2022-03-16 16:29:34,-9.14742,38.72894
225 - Martim Moniz,6,10,2022-03-16,16:29:31.,2022-03-16 16:29:31,-9.13694,38.71526
486 - Rua Hermano Neves / Rua José Escada,0,14,2022-03-16,16:29:30.,2022-03-16 16:29:30,-9.16985,38.75954
413 - Av. Ressano Garcia / Av. António Augusto de Aguiar,5,5,2022-03-16,16:29:24.,2022-03-16 16:29:24,-9.15425,38.73432
150 - Avenida Dr. Francisco Luis Gomes / Go Fit,5,12,2022-03-16,16:29:24.,2022-03-16 16:29:24,-9.111745,38.769665
103 - Jardim da Água,12,8,2022-03-16,16:29:24.,2022-03-16 16:29:24,-9.095019,38.761218
423 - Av. Conde Valbom / Rua Marquês Sá da Bandeira,6,4,2022-03-16,16:29:24.,2022-03-16 16:29:24,-9.152295,38.737911
105 - CC Vasco da Gama,26,14,2022-03-16,16:29:22.,2022-03-16 16:29:22,-9.096222,38.768548
479 - Rua Professor Oliveira Marques,0,14,2022-03-16,16:29:36.,2022-03-16 16:29:36,-9.15724,38.75491
366 - Palacio da justiça,0,30,2022-03-15,10:33:46.,2022-03-15 10:33:46,-9.156435,38.731134
414 - Av. Duque de Ávila / Rua Pinheiro Chagas,19,0,2022-03-16,16:29:31.,2022-03-16 16:29:31,-9.151,"38.735 ""ty"
226 - Rua dos Fanqueiros,10,7,2022-03-16,16:29:31.,2022-03-16 16:29:31,-9.136456,38.711888
139 - Rua Cidade de Bissau {Metro Olivais},2,23,2022-03-16,16:29:32.,2022-03-16 16:29:32,-9.111596,38.76134]
133 - Rua Cidade de Benguela / Avenida Cidade de L,0,18,2022-03-16,16:29:31.,2022-03-16 16:29:31,-9.110724,38.76503]
316 - Rua António Pedro / Rua Pascoal de Melo,1,13,2022-03-16,16:29:35.,2022-03-16 16:29:35,-9.135356,38.731424
460 - Av. Rio de Janeiro / Parque de Jogos 1º de Maio,1,14,2022-03-16,16:29:36.,2022-03-16 16:29:36,-9.13749,38.75176
488 - Rua Fernando Namora / Rua António Quadros,5,15,2022-03-16,16:29:28.,2022-03-16 16:29:28,-9.17526,38.76014
203 - Padrão dos Descobrimentos,12,10,2022-03-16,16:29:34.,2022-03-16 16:29:34,-9.20633,38.6935 
132 - Avenida de Berlim / Rua Cidade de Cabinda,4,21,2022-03-16,16:29:24.,2022-03-16 16:29:24,-9.11255,38.76829
408 - Praça Duque de Saldanha,9,1,2022-03-16,16:29:24.,2022-03-16 16:29:24,-9.144117,38.733749
406 - Praça Duque de Saldanha,9,8,2022-03-16,16:29:24.,2022-03-16 16:29:24,-9.145341,38.734247
421 - Alameda D. Afonso Henriques,7,13,2022-03-16,16:29:24.,2022-03-16 16:29:24,-9.13416,38.73736
417 - Av. Duque de Ávila / Jardim Arco Do Cego,2,21,2022-03-16,16:29:23.,2022-03-16 16:29:23,-9.142703,38.735352
415 - Av. Duque de Ávila / Av. Conde Valbom,6,14,2022-03-16,16:29:23.,2022-03-16 16:29:23,-9.148443,38.735188
102 - Porta do Mar,10,4,2022-03-16,16:29:23.,2022-03-16 16:29:23,-9.096439,38.759156
134 - Praça Cidade do Luso,1,19,2022-03-16,16:29:23.,2022-03-16 16:29:23,-9.116342,38.765588
107 - Rotunda dos Vice-Reis,9,5,2022-03-16,16:29:25.,2022-03-16 16:29:25,-9.095416,38.774505
109 - Alameda dos Oceanos / Rua Ilha dos Amores,6,8,2022-03-16,16:29:27.,2022-03-16 16:29:27,-9.094672,38.777589
446 - Av. República / Interface Entrecampos ,23,17,2022-03-16,16:29:27.,2022-03-16 16:29:27,-9.14773,38.74456
113 - Alameda dos Oceanos/ Passeio do Levante,3,11,2022-03-16,16:29:27.,2022-03-16 16:29:27,-9.09825,38.78414
304 - Avenida da Liberdade / São Jorge,15,1,2022-03-16,16:29:27.,2022-03-16 16:29:27,-9.14637,38.72026
485 - Rua Tomás da Fonseca / Rua António Albino Machado,9,1,2022-03-16,16:29:28.,2022-03-16 16:29:28,-9.17,"38.756 ""typ"
309 - Rua da Palma,3,7,2022-03-16,16:29:28.,2022-03-16 16:29:28,-9.13577,38.71901
443 - Av. de Roma / Fórum Lisboa,3,11,2022-03-16,16:29:24.,2022-03-16 16:29:24,-9.13866,38.74351
212 - Av. Infante Dom Henrique / Terminal de Cruzeiros,8,12,2022-03-16,16:29:32.,2022-03-16 16:29:32,-9.12769,38.71035
216 - Praça D. Luís I,11,10,2022-03-16,16:29:32.,2022-03-16 16:29:32,-9.14655,38.70663
315 - Rua Passos Manuel/ Jardim Constantino,2,18,2022-03-16,16:29:32.,2022-03-16 16:29:32,-9.136968,38.731264
314 - Rua Marques da Silva / Rua António Pedro,4,8,2022-03-16,16:29:33.,2022-03-16 16:29:33,-9.135675,38.729657
552 - Alameda das Linhas de Torres / Hospital Puli,3,9,2022-03-16,16:29:27.,2022-03-16 16:29:27,-9.157335,38.766075
487 - Rua Professor João Barreira,0,14,2022-03-16,16:29:28.,2022-03-16 16:29:28,-9.17096,38.76136
301 - Avenida da Liberdade / Restauradores,13,9,2022-03-16,16:29:31.,2022-03-16 16:29:31,-9.14242,38.71702
468 - Largo Frei Heitor Pinto,3,18,2022-03-16,16:29:31.,2022-03-16 16:29:31,-9.13827,38.75482
463 - Campo Grande / Av. da Igreja,2,8,2022-03-16,16:29:26.,2022-03-16 16:29:26,-9.14951,38.75243
481 - Campo Grande / Museu da Cidade,9,11,2022-03-16,16:29:29.,2022-03-16 16:29:29,-9.156169,38.758207
457 - Rua Aboim Ascensão,7,3,2022-03-16,16:29:29.,2022-03-16 16:29:29,-9.14722,38.74975
135 - Avenida Cidade de Lourenço Marques / Vale do,6,14,2022-03-16,16:29:30.,2022-03-16 16:29:30,-9.118689,38.764067
427 - Av. República / Av. Visconde Valmor,4,8,2022-03-16,16:29:25.,2022-03-16 16:29:25,-9.14617,38.73812
550 - Rua Fernando Curado Ribeiro / Alameda das Li,4,16,2022-03-16,16:29:25.,2022-03-16 16:29:25,-9.156487,38.760871
420 - Av. Rovisco Pais / Av. Manuel da Maia,5,21,2022-03-16,16:29:28.,2022-03-16 16:29:28,-9.13672,38.73617
312 - Rua Álvaro Coutinho / Avenida Almirante Reis,0,18,2022-03-16,16:29:23.,2022-03-16 16:29:23,-9.134802,38.724869
416 - Av. República / Avenida Duque de Ávila,4,12,2022-03-16,16:29:23.,2022-03-16 16:29:23,-9.14553,38.735304]
222 - Praça da Figueira,15,15,2022-03-16,16:29:33.,2022-03-16 16:29:33,-9.13828,38.71383
221-Rua do Crucifixo/Rua São Nicolau,4,11,2022-03-16,16:29:35.,2022-03-16 16:29:35,-9.138828,38.710191
410 - Rua da Mesquita / Universidade Nova de Lisboa,34,6,2022-03-16,16:29:35.,2022-03-16 16:29:35,-9.16015,38.73492
478 - Alameda da Universidade / Faculdade de Letras,12,20,2022-03-16,16:29:35.,2022-03-16 16:29:35,-9.15717,38.75359
453 - Av. Roma / Av. EUA,6,8,2022-03-16,16:29:24.,2022-03-16 16:29:24,-9.14207,38.74873
305 - Avenida da Liberdade / Rua Barata Salgueiro,13,3,2022-03-16,16:29:24.,2022-03-16 16:29:24,-9.147,"38.72228 """
459 - Rua Maria Amália Vaz de Carvalho / ES Rainha D. Leonor,3,17,2022-03-16,16:29:24.,2022-03-16 16:29:24,-9.141741,38.751481
220 - Rua do Comercio,20,0,2022-03-16,16:29:23.,2022-03-16 16:29:23,-9.137125,38.70878]
104 - Gare do Oriente,30,10,2022-03-16,16:29:23.,2022-03-16 16:29:23,-9.097322,38.766716
