desigcomercial,numbicicletas,numdocasvacias,add_data,add_hora,datetime,longitude,latitude
464 - Av. da Igreja / Rua Afonso Lopes Vieira,1,13,2022-05-13,14:03:21.,2022-05-13 14:03:21,-9.148427,38.75165]
108 - Rua do Bojador,9,5,2022-05-13,14:03:21.,2022-05-13 14:03:21,-9.09235,38.774289]
427 - Av. República / Av. Visconde Valmor,3,9,2022-05-13,14:03:22.,2022-05-13 14:03:22,-9.14617,38.73812
105 - CC Vasco da Gama,30,10,2022-05-13,14:03:32.,2022-05-13 14:03:32,-9.096222,38.768548
314 - Rua Marques da Silva / Rua António Pedro,1,11,2022-05-13,14:03:21.,2022-05-13 14:03:21,-9.135675,38.729657
212 - Av. Infante Dom Henrique / Terminal de Cruzeiros,5,15,2022-05-13,14:03:30.,2022-05-13 14:03:30,-9.12769,38.71035
220 - Rua do Comercio,15,5,2022-05-13,14:03:30.,2022-05-13 14:03:30,-9.137125,38.70878]
446 - Av. República / Interface Entrecampos ,6,34,2022-05-13,14:03:22.,2022-05-13 14:03:22,-9.14773,38.74456
109 - Alameda dos Oceanos / Rua Ilha dos Amores,14,0,2022-05-13,14:03:22.,2022-05-13 14:03:22,-9.094672,38.777589
442 - Campo Pequeno,9,7,2022-05-13,14:03:22.,2022-05-13 14:03:22,-9.14523,38.743371]
463 - Campo Grande / Av. da Igreja,1,9,2022-05-13,14:03:18.,2022-05-13 14:03:18,-9.14951,38.75243
361 - Amoreiras Shopping Center,17,14,2022-05-13,14:03:18.,2022-05-13 14:03:18,-9.160992,38.72392]
113 - Alameda dos Oceanos/ Passeio do Levante,3,11,2022-05-13,14:03:29.,2022-05-13 14:03:29,-9.09825,38.78414
485 - Rua Tomás da Fonseca / Rua António Albino Machado,4,6,2022-05-13,14:03:24.,2022-05-13 14:03:24,-9.17,"38.756 ""typ"
468 - Largo Frei Heitor Pinto,3,18,2022-05-13,14:03:24.,2022-05-13 14:03:24,-9.13827,38.75482
415 - Av. Duque de Ávila / Av. Conde Valbom,1,19,2022-05-13,14:03:25.,2022-05-13 14:03:25,-9.148443,38.735188
