id_expl,id_planeamento,desig_comercial,tipo_servico_niveis,num_bicicletas,num_docas,racio,estado,update_date,bbox,update_date_hour,update_date_only,longitude,latitude
104,104,104 - Gare do Oriente,A,2,40,0.05,active,2022-03-14 22:25:25,"-9.097322, 38.766716, -9.097322, 38.766716",22,2022-03-14,-9.097322,38.766716
105,105,105 - CC Vasco da Gama,A,2,40,0.05,active,2022-03-14 22:25:25,"-9.096222, 38.768548, -9.096222, 38.768548",22,2022-03-14,-9.096222,38.768548
101,101,101 - Alameda dos Oceanos / Rua dos Argonautas,A,11,16,0.69,active,2022-03-14 22:25:25,"-9.096804, 38.756161, -9.096804, 38.756161",22,2022-03-14,-9.096804,38.756161
472,472,472 - Rua Marquês Soveral / ES Padre António Vieira,B,3,14,0.21,active,2022-03-14 22:25:30,"-9.13608, 38.75784, -9.13608, 38.75784",22,2022-03-14,-9.13608,38.75784
417,417,417 - Av. Duque de Ávila / Jardim Arco Do Cego,A,3,23,0.13,active,2022-03-14 22:25:30,"-9.142703, 38.735352, -9.142703, 38.735352",22,2022-03-14,-9.142703,38.735352
407,407,407 - Praça Duque de Saldanha,A,3,17,0.18,active,2022-03-14 22:25:32,"-9.14446, 38.73434, -9.14446, 38.73434",22,2022-03-14,-9.14446,38.73434
416,416,416 - Av. República / Avenida Duque de Ávila,A,1,16,0.06,active,2022-03-14 22:25:34,"-9.14553, 38.735304, -9.14553, 38.735304",22,2022-03-14,-9.14553,38.735304
305,305,305 - Avenida da Liberdade / Rua Barata Salgueiro,A,3,16,0.19,active,2022-03-14 22:25:36,"-9.147, 38.72228, -9.147, 38.72228",22,2022-03-14,-9.147,38.72228
134,134,134 - Praça Cidade do Luso,,9,20,0.45,active,2022-03-14 22:25:44,"-9.116342, 38.765588, -9.116342, 38.765588",22,2022-03-14,-9.116342,38.765588
220,220,220 - Rua do Comercio,,6,20,0.3,active,2022-03-14 22:25:48,"-9.137125, 38.70878, -9.137125, 38.70878",22,2022-03-14,-9.137125,38.70878
102,102,102 - Porta do Mar,B,11,14,0.79,active,2022-03-14 22:25:25,"-9.096439, 38.759156, -9.096439, 38.759156",22,2022-03-14,-9.096439,38.759156
415,415,415 - Av. Duque de Ávila / Av. Conde Valbom,B,1,20,0.05,active,2022-03-14 22:25:30,"-9.148443, 38.735188, -9.148443, 38.735188",22,2022-03-14,-9.148443,38.735188
413,413,413 - Av. Ressano Garcia / Av. António Augusto de Aguiar,B,6,10,0.6,active,2022-03-14 22:25:31,"-9.15425, 38.73432, -9.15425, 38.73432",22,2022-03-14,-9.15425,38.73432
408,408,408 - Praça Duque de Saldanha,A,3,10,0.3,active,2022-03-14 22:25:33,"-9.144117, 38.733749, -9.144117, 38.733749",22,2022-03-14,-9.144117,38.733749
471,471,471 - Rua Lopes de Mendonça / EB São João de Brito,B,3,10,0.3,active,2022-03-14 22:25:34,"-9.137337, 38.756487, -9.137337, 38.756487",22,2022-03-14,-9.137337,38.756487
308,308,308 - Marquês de Pombal,A,3,11,0.27,active,2022-03-14 22:25:37,"-9.14969, 38.7246, -9.14969, 38.7246",22,2022-03-14,-9.14969,38.7246
132,132,132 - Avenida de Berlim / Rua Cidade de Cabinda,A,4,25,0.16,active,2022-03-14 22:25:45,"-9.11255, 38.76829, -9.11255, 38.76829",22,2022-03-14,-9.11255,38.76829
555,555,555 - Alameda das Linhas de Torres,A,33,33,1.0,active,2022-03-14 22:25:50,"-9.160248, 38.770657, -9.160248, 38.770657",22,2022-03-14,-9.160248,38.770657
103,103,103 - Jardim da Água,B,11,20,0.55,active,2022-03-14 22:25:25,"-9.095019, 38.761218, -9.095019, 38.761218",22,2022-03-14,-9.095019,38.761218
