id_expl,id_planeamento,desig_comercial,tipo_servico_niveis,num_bicicletas,num_docas,racio,estado,update_date,bbox,update_date_hour,update_date_only,longitude,latitude
463,463,463 - Campo Grande / Av. da Igreja,B,3,10,0.3,active,2022-04-12 20:25:36,"-9.14951, 38.75243, -9.14951, 38.75243",20,2022-04-12,-9.14951,38.75243
462,462,462 - Campo Grande / Biblioteca Nacional,B,3,29,0.1,active,2022-04-12 20:25:44,"-9.15031, 38.75027, -9.15031, 38.75027",20,2022-04-12,-9.15031,38.75027
553,553,553 - Rua Luis Pastor de Macedo / Rua Tobis Portuguesa,A,0,12,0.0,repair,2022-04-12 20:25:55,"-9.15535, 38.767114, -9.15535, 38.767114",20,2022-04-12,-9.15535,38.767114
361,361,361 - Amoreiras Shopping Center,A,1,25,0.04,repair,2022-04-12 20:25:55,"-9.161044, 38.723876, -9.161044, 38.723876",20,2022-04-12,-9.161044,38.723876
238,238,238 - Rua de Cascais / Alcântara Mar,A,0,36,0.0,repair,2022-04-12 20:25:56,"-9.175234, 38.702936, -9.175234, 38.702936",20,2022-04-12,-9.175234,38.702936
406,406,406 - Praça Duque de Saldanha,A,2,17,0.12,active,2022-04-12 20:25:37,"-9.145341, 38.734247, -9.145341, 38.734247",20,2022-04-12,-9.145341,38.734247
475,475,475 - Av. Professor Gama Pinto / Cantina Velha,B,3,41,0.07,active,2022-04-12 20:25:48,"-9.15907, 38.75115, -9.15907, 38.75115",20,2022-04-12,-9.15907,38.75115
362,362,362 - Avenida Eng. Duarte Pacheco,A,0,40,0.0,repair,2022-04-12 20:25:55,"-9.159469, 38.72437, -9.159469, 38.72437",20,2022-04-12,-9.159469,38.72437
313,313,313 - Rua Frei Francisco Foreiro / Rua de Arroios,A,5,14,0.36,active,2022-04-12 20:25:53,"-9.135956, 38.728049, -9.135956, 38.728049",20,2022-04-12,-9.135956,38.728049
365,365,365 - Rua Castilho / Rua Marquês da Fronteira,A,0,30,0.0,repair,2022-04-12 20:25:56,"-9.157531, 38.729724, -9.157531, 38.729724",20,2022-04-12,-9.157531,38.729724
508,508,508 - Estação de Comboios de Benfica,A,0,25,0.0,repair,2022-04-12 20:25:56,"-9.200039, 38.74473, -9.200039, 38.74473",20,2022-04-12,-9.200039,38.74473
510,510,510 - Largo da Revista Militar / Avenida do Colégio Militar,A,0,17,0.0,repair,2022-04-12 20:25:56,"-9.189058, 38.752892, -9.189058, 38.752892",20,2022-04-12,-9.189058,38.752892
517,517,517 - Rua Padre Américo,A,0,20,0.0,repair,2022-04-12 20:25:56,"-9.180393, 38.763414, -9.180393, 38.763414",20,2022-04-12,-9.180393,38.763414
518,518,518 - Avenida das Nações Unidas / Azinhaga da Torre do Fato,A,0,20,0.0,repair,2022-04-12 20:25:56,"-9.177955, 38.764097, -9.177955, 38.764097",20,2022-04-12,-9.177955,38.764097
232,232,232 - Avenida da Índia / Centro de Arqueologia de Lisboa,A,0,22,0.0,repair,2022-04-12 20:25:56,"-9.212149, 38.694155, -9.212149, 38.694155",20,2022-04-12,-9.212149,38.694155
210,210,238 - Rua de Cascais / Alcântara Mar,A,0,0,0.0,repair,2022-04-07 11:56:26,"-9.175234, 38.702936, -9.175234, 38.702936",11,2022-04-07,-9.175234,38.702936
101,101,101 - Alameda dos Oceanos / Rua dos Argonautas,A,3,16,0.19,active,2022-04-12 20:25:28,"-9.096804, 38.756161, -9.096804, 38.756161",20,2022-04-12,-9.096804,38.756161
102,102,102 - Porta do Mar,B,6,14,0.43,active,2022-04-12 20:25:29,"-9.096439, 38.759156, -9.096439, 38.759156",20,2022-04-12,-9.096439,38.759156
110,110,110 - Rua de Moscavide,B,11,18,0.61,active,2022-04-12 20:25:30,"-9.097068, 38.778466, -9.097068, 38.778466",20,2022-04-12,-9.097068,38.778466
474,474,474 - Av. do Brasil / Av. Rio de Janeiro,A,8,16,0.5,active,2022-04-12 20:25:36,"-9.1409, 38.75832, -9.1409, 38.75832",20,2022-04-12,-9.1409,38.75832
408,408,408 - Praça Duque de Saldanha,A,2,10,0.2,active,2022-04-12 20:25:36,"-9.144117, 38.733749, -9.144117, 38.733749",20,2022-04-12,-9.144117,38.733749
103,103,103 - Jardim da Água,B,5,20,0.25,active,2022-04-12 20:25:29,"-9.095019, 38.761218, -9.095019, 38.761218",20,2022-04-12,-9.095019,38.761218
106,106,106 - Jardim Garcia da Orta,B,5,14,0.36,active,2022-04-12 20:25:29,"-9.092506, 38.769459, -9.092506, 38.769459",20,2022-04-12,-9.092506,38.769459
452,452,452 - Rua Teixeira de Pascoais / Rua Dr. Gama Barros,B,10,10,1.0,active,2022-04-12 20:25:30,"-9.136681, 38.747751, -9.136681, 38.747751",20,2022-04-12,-9.136681,38.747751
214,214,214 - Largo de Santos,A,3,24,0.13,active,2022-04-12 20:25:44,"-9.15424, 38.70673, -9.15424, 38.70673",20,2022-04-12,-9.15424,38.70673
314,314,314 - Rua Marques da Silva / Rua António Pedro,A,2,12,0.17,active,2022-04-12 20:25:54,"-9.135675, 38.729657, -9.135675, 38.729657",20,2022-04-12,-9.135675,38.729657
315,315,315 - Rua Passos Manuel/ Jardim Constantino,A,4,20,0.2,active,2022-04-12 20:25:54,"-9.136968, 38.731264, -9.136968, 38.731264",20,2022-04-12,-9.136968,38.731264
107,107,107 - Rotunda dos Vice-Reis,B,7,14,0.5,active,2022-04-12 20:25:29,"-9.095416, 38.774505, -9.095416, 38.774505",20,2022-04-12,-9.095416,38.774505
108,108,108 - Rua do Bojador,B,3,14,0.21,active,2022-04-12 20:25:30,"-9.09235, 38.774289, -9.09235, 38.774289",20,2022-04-12,-9.09235,38.774289
464,464,464 - Av. da Igreja / Rua Afonso Lopes Vieira,B,2,14,0.14,active,2022-04-12 20:25:32,"-9.148427, 38.75165, -9.148427, 38.75165",20,2022-04-12,-9.148427,38.75165
428,428,428 - Av. República / Avenida Barbosa Du Bocage,A,1,12,0.08,active,2022-04-12 20:25:37,"-9.14684, 38.74047, -9.14684, 38.74047",20,2022-04-12,-9.14684,38.74047
427,427,427 - Av. República / Av. Visconde Valmor,A,0,12,0.0,active,2022-04-12 20:25:37,"-9.14617, 38.73812, -9.14617, 38.73812",20,2022-04-12,-9.14617,38.73812
301,301,301 - Avenida da Liberdade / Restauradores,A,4,22,0.18,active,2022-04-12 20:25:45,"-9.14242, 38.71702, -9.14242, 38.71702",20,2022-04-12,-9.14242,38.71702
221,221,221-Rua do Crucifixo/Rua São Nicolau,A,6,15,0.4,active,2022-04-12 20:25:54,"-9.138828, 38.710191, -9.138828, 38.710191",20,2022-04-12,-9.138828,38.710191
109,109,109 - Alameda dos Oceanos / Rua Ilha dos Amores,B,8,14,0.57,active,2022-04-12 20:25:30,"-9.094672, 38.777589, -9.094672, 38.777589",20,2022-04-12,-9.094672,38.777589
442,442,442 - Campo Pequeno,A,6,16,0.38,active,2022-04-12 20:25:33,"-9.14523, 38.743371, -9.14523, 38.743371",20,2022-04-12,-9.14523,38.743371
446,446,446 - Av. República / Interface Entrecampos ,A,18,40,0.45,active,2022-04-12 20:25:37,"-9.14773, 38.74456, -9.14773, 38.74456",20,2022-04-12,-9.14773,38.74456
416,416,416 - Av. República / Avenida Duque de Ávila,A,1,16,0.06,active,2022-04-12 20:25:38,"-9.14553, 38.735304, -9.14553, 38.735304",20,2022-04-12,-9.14553,38.735304
480,480,480 - Faculdade de Ciências,B,5,25,0.2,active,2022-04-12 20:25:48,"-9.15503, 38.75587, -9.15503, 38.75587",20,2022-04-12,-9.15503,38.75587
457,457,457 - Rua Aboim Ascensão,B,9,10,0.9,active,2022-04-12 20:25:31,"-9.14722, 38.74975, -9.14722, 38.74975",20,2022-04-12,-9.14722,38.74975
430,430,430 - Av. Barbosa Du Bocage / Rua Arco do Cego,B,4,20,0.2,active,2022-04-12 20:25:33,"-9.14329, 38.74081, -9.14329, 38.74081",20,2022-04-12,-9.14329,38.74081
403,403,403 - Av. Fontes Pereira de Melo,B,2,20,0.1,active,2022-04-12 20:25:38,"-9.146522, 38.731698, -9.146522, 38.731698",20,2022-04-12,-9.146522,38.731698
471,471,471 - Rua Lopes de Mendonça / EB São João de Brito,B,5,10,0.5,active,2022-04-12 20:25:39,"-9.137337, 38.756487, -9.137337, 38.756487",20,2022-04-12,-9.137337,38.756487
