desigcomercial,numbicicletas,numdocasvacias,add_data,add_hora,datetime,longitude,latitude
224 - Martim Moniz,6,16,2022-03-27,17:57:33.,2022-03-27 17:57:33,-9.13651,38.71498
487 - Rua Professor João Barreira,2,12,2022-03-27,17:57:33.,2022-03-27 17:57:33,-9.17096,38.76136
208 - Cais das Pombas,7,15,2022-03-27,17:57:33.,2022-03-27 17:57:33,-9.14373,38.70523
416 - Av. República / Avenida Duque de Ávila,3,13,2022-03-27,17:57:28.,2022-03-27 17:57:28,-9.14553,38.735304]
421 - Alameda D. Afonso Henriques,7,13,2022-03-27,17:57:28.,2022-03-27 17:57:28,-9.13416,38.73736
450 - Rua Alfredo Cortês,5,5,2022-03-27,17:57:29.,2022-03-27 17:57:29,-9.14399,38.74626
309 - Rua da Palma,0,10,2022-03-27,17:57:30.,2022-03-27 17:57:30,-9.13577,38.71901
554 - Alameda das Linhas de Torres / Rua Ladislau,8,19,2022-03-27,17:57:31.,2022-03-27 17:57:31,-9.158298,38.768683
210 - Rua de Cascais / Alcântara Terra,0,0,2022-03-27,17:57:24.,2022-03-27 17:57:24,-9.175234,38.702936
508 - Estação de Comboios de Benfica,0,0,2022-03-27,17:57:24.,2022-03-27 17:57:24,-9.200039,38.74473]
517 - Rua Padre Américo,0,0,2022-03-27,17:57:24.,2022-03-27 17:57:24,-9.180393,38.763414
137 - Rua Cidade de Bissau {entrada SPACIO},7,26,2022-03-27,17:57:30.,2022-03-27 17:57:30,-9.114505,38.762829
420 - Av. Rovisco Pais / Av. Manuel da Maia,10,16,2022-03-27,17:57:30.,2022-03-27 17:57:30,-9.13672,38.73617
308 - Marquês de Pombal,1,10,2022-03-27,17:57:30.,2022-03-27 17:57:30,-9.14969,38.7246 
103 - Jardim da Água,9,11,2022-03-27,17:57:25.,2022-03-27 17:57:25,-9.095019,38.761218
550 - Rua Fernando Curado Ribeiro / Alameda das Li,2,18,2022-03-27,17:57:34.,2022-03-27 17:57:34,-9.156487,38.760871
419 - Av. António José de Almeida / Instituto Superior Técnico,4,21,2022-03-27,17:57:34.,2022-03-27 17:57:34,-9.13956,38.73811
552 - Alameda das Linhas de Torres / Hospital Puli,2,10,2022-03-27,17:57:34.,2022-03-27 17:57:34,-9.157335,38.766075
478 - Alameda da Universidade / Faculdade de Letras,4,28,2022-03-27,17:57:34.,2022-03-27 17:57:34,-9.15717,38.75359
555 - Alameda das Linhas de Torres,18,15,2022-03-27,17:57:35.,2022-03-27 17:57:35,-9.160248,38.770657
206 - Av. Brasília / Doca de Alcântara,10,12,2022-03-27,17:57:36.,2022-03-27 17:57:36,-9.17502,38.70141
474 - Av. do Brasil / Av. Rio de Janeiro,0,16,2022-03-27,17:57:25.,2022-03-27 17:57:25,-9.1409,38.75832 
313 - Rua Frei Francisco Foreiro / Rua de Arroios,2,12,2022-03-27,17:57:25.,2022-03-27 17:57:25,-9.135956,38.728049
475 - Av. Professor Gama Pinto / Cantina Velha,11,30,2022-03-27,17:57:25.,2022-03-27 17:57:25,-9.15907,38.75115
110 - Rua de Moscavide,7,11,2022-03-27,17:57:25.,2022-03-27 17:57:25,-9.097068,38.778466
221-Rua do Crucifixo/Rua São Nicolau,6,9,2022-03-27,17:57:28.,2022-03-27 17:57:28,-9.138828,38.710191
471 - Rua Lopes de Mendonça / EB São João de Brito,2,8,2022-03-27,17:57:28.,2022-03-27 17:57:28,-9.137337,38.756487
449 - Av. 5 de Outubro / Rua da Cruz Vermelha,4,10,2022-03-27,17:57:28.,2022-03-27 17:57:28,-9.150085,38.746836
107 - Rotunda dos Vice-Reis,8,6,2022-03-27,17:57:26.,2022-03-27 17:57:26,-9.095416,38.774505
463 - Campo Grande / Av. da Igreja,1,9,2022-03-27,17:57:26.,2022-03-27 17:57:26,-9.14951,38.75243
150 - Avenida Dr. Francisco Luis Gomes / Go Fit,6,11,2022-03-27,17:57:30.,2022-03-27 17:57:30,-9.111745,38.769665
412 - Av. Ressano Garcia / Av. António Augusto de Aguiar,6,10,2022-03-27,17:57:30.,2022-03-27 17:57:30,-9.1546,38.73448 
