id_expl,id_planeamento,desig_comercial,tipo_servico_niveis,num_bicicletas,num_docas,racio,estado,update_date,bbox,update_date_hour,update_date_only,longitude,latitude
221,221,221-Rua do Crucifixo/Rua São Nicolau,A,4,15,0.27,active,2022-03-09 13:57:01,"-9.138828, 38.710191, -9.138828, 38.710191",13,2022-03-09,-9.138828,38.710191
151,151,151 - Rua Contra Almirante Ferraz / Escola Sec.António Damásio,A,7,24,0.29,active,2022-03-09 13:57:01,"-9.108728, 38.770434, -9.108728, 38.770434",13,2022-03-09,-9.108728,38.770434
130,130,130 - Avenida Berlim / Rua Américo Jesus Fernandes,A,1,20,0.05,active,2022-03-09 13:57:02,"-9.106858, 38.767761, -9.106858, 38.767761",13,2022-03-09,-9.106858,38.767761
101,101,101 - Alameda dos Oceanos / Rua dos Argonautas,A,11,16,0.69,active,2022-03-09 13:56:37,"-9.096804, 38.756161, -9.096804, 38.756161",13,2022-03-09,-9.096804,38.756161
203,203,203 - Padrão dos Descobrimentos,A,11,22,0.5,active,2022-03-09 13:56:55,"-9.20633, 38.6935, -9.20633, 38.6935",13,2022-03-09,-9.20633,38.6935
102,102,102 - Porta do Mar,B,12,14,0.86,active,2022-03-09 13:56:38,"-9.096439, 38.759156, -9.096439, 38.759156",13,2022-03-09,-9.096439,38.759156
417,417,417 - Av. Duque de Ávila / Jardim Arco Do Cego,A,4,23,0.17,active,2022-03-09 13:56:43,"-9.142703, 38.735352, -9.142703, 38.735352",13,2022-03-09,-9.142703,38.735352
474,474,474 - Av. do Brasil / Av. Rio de Janeiro,A,0,16,0.0,active,2022-03-09 13:56:44,"-9.1409, 38.75832, -9.1409, 38.75832",13,2022-03-09,-9.1409,38.75832
421,421,421 - Alameda D. Afonso Henriques,A,11,20,0.55,active,2022-03-09 13:56:47,"-9.13416, 38.73736, -9.13416, 38.73736",13,2022-03-09,-9.13416,38.73736
309,309,309 - Rua da Palma,B,5,10,0.5,active,2022-03-09 13:56:48,"-9.13577, 38.71901, -9.13577, 38.71901",13,2022-03-09,-9.13577,38.71901
313,313,313 - Rua Frei Francisco Foreiro / Rua de Arroios,A,0,14,0.0,active,2022-03-09 13:57:00,"-9.135956, 38.728049, -9.135956, 38.728049",13,2022-03-09,-9.135956,38.728049
103,103,103 - Jardim da Água,B,20,20,1.0,active,2022-03-09 13:56:38,"-9.095019, 38.761218, -9.095019, 38.761218",13,2022-03-09,-9.095019,38.761218
307,307,307 - Marquês de Pombal,A,24,33,0.73,active,2022-03-09 13:56:49,"-9.149334, 38.724954, -9.149334, 38.724954",13,2022-03-09,-9.149334,38.724954
419,419,419 - Av. António José de Almeida / Instituto Superior Técnico,B,5,25,0.2,active,2022-03-09 13:56:50,"-9.13956, 38.73811, -9.13956, 38.73811",13,2022-03-09,-9.13956,38.73811
478,478,478 - Alameda da Universidade / Faculdade de Letras,B,29,32,0.91,active,2022-03-09 13:56:56,"-9.15717, 38.75359, -9.15717, 38.75359",13,2022-03-09,-9.15717,38.75359
311,311,311 - Avenida Almirante Reis Nº14,A,3,11,0.27,active,2022-03-09 13:57:00,"-9.135295, 38.721721, -9.135295, 38.721721",13,2022-03-09,-9.135295,38.721721
316,316,316 - Rua António Pedro / Rua Pascoal de Melo,A,1,14,0.07,active,2022-03-09 13:57:00,"-9.135356, 38.731424, -9.135356, 38.731424",13,2022-03-09,-9.135356,38.731424
104,104,104 - Gare do Oriente,A,15,40,0.38,active,2022-03-09 13:56:37,"-9.097322, 38.766716, -9.097322, 38.766716",13,2022-03-09,-9.097322,38.766716
423,423,423 - Av. Conde Valbom / Rua Marquês Sá da Bandeira,B,9,10,0.9,active,2022-03-09 13:56:44,"-9.152295, 38.737911, -9.152295, 38.737911",13,2022-03-09,-9.152295,38.737911
308,308,308 - Marquês de Pombal,A,3,11,0.27,active,2022-03-09 13:56:49,"-9.14969, 38.7246, -9.14969, 38.7246",13,2022-03-09,-9.14969,38.7246
401,401,401 - Rua Martens Ferrão / Av. Fontes Pereira de Melo,B,11,16,0.69,active,2022-03-09 13:56:52,"-9.14742, 38.72894, -9.14742, 38.72894",13,2022-03-09,-9.14742,38.72894
480,480,480 - Faculdade de Ciências,B,3,25,0.12,active,2022-03-09 13:56:55,"-9.15503, 38.75587, -9.15503, 38.75587",13,2022-03-09,-9.15503,38.75587
105,105,105 - CC Vasco da Gama,A,26,40,0.65,active,2022-03-09 13:56:37,"-9.096222, 38.768548, -9.096222, 38.768548",13,2022-03-09,-9.096222,38.768548
426,426,426 - Av. Elias Garcia / Av. 5 de Outubro,B,11,14,0.79,active,2022-03-09 13:56:42,"-9.14793, 38.739046, -9.14793, 38.739046",13,2022-03-09,-9.14793,38.739046
406,406,406 - Praça Duque de Saldanha,A,11,17,0.65,active,2022-03-09 13:56:45,"-9.145341, 38.734247, -9.145341, 38.734247",13,2022-03-09,-9.145341,38.734247
