desigcomercial,numbicicletas,numdocasvacias,add_data,add_hora,datetime,longitude,latitude
459 - Rua Maria Amália Vaz de Carvalho / ES Rainha D. Leonor,18,2,2022-02-14,20:59:41.,2022-02-14 20:59:41,-9.141741,38.751481
423 - Av. Conde Valbom / Rua Marquês Sá da Bandeira,8,2,2022-02-14,20:59:43.,2022-02-14 20:59:43,-9.152295,38.737911
421 - Alameda D. Afonso Henriques,18,2,2022-02-14,20:59:43.,2022-02-14 20:59:43,-9.13416,38.73736
427 - Av. República / Av. Visconde Valmor,6,6,2022-02-14,20:59:43.,2022-02-14 20:59:43,-9.14617,38.73812
412 - Av. Ressano Garcia / Av. António Augusto de Aguiar,5,11,2022-02-14,20:59:41.,2022-02-14 20:59:41,-9.1546,38.73448 
226 - Rua dos Fanqueiros,5,12,2022-02-14,20:59:38.,2022-02-14 20:59:38,-9.136456,38.711888
461 - Rua Professora Teresa Ambrósio,3,29,2022-02-14,20:59:42.,2022-02-14 20:59:42,-9.155564,38.749141
450 - Rua Alfredo Cortês,10,0,2022-02-14,20:59:39.,2022-02-14 20:59:39,-9.14399,38.74626
403 - Av. Fontes Pereira de Melo,1,19,2022-02-14,20:59:39.,2022-02-14 20:59:39,-9.146522,38.731698
301 - Avenida da Liberdade / Restauradores,4,18,2022-02-14,20:59:40.,2022-02-14 20:59:40,-9.14242,38.71702
431 - Rua do Arco Cego / Av. Magalhães Lima,10,4,2022-02-14,20:59:44.,2022-02-14 20:59:44,-9.14199,38.73937
488 - Rua Fernando Namora / Rua António Quadros,6,14,2022-02-14,20:59:46.,2022-02-14 20:59:46,-9.17526,38.76014
150 - Avenida Dr. Francisco Luis Gomes / Go Fit,4,13,2022-02-14,20:59:46.,2022-02-14 20:59:46,-9.111745,38.769665
208 - Cais das Pombas,21,1,2022-02-14,20:59:47.,2022-02-14 20:59:47,-9.14373,38.70523
550 - Rua Fernando Curado Ribeiro / Alameda das Li,10,10,2022-02-14,20:59:47.,2022-02-14 20:59:47,-9.156487,38.760871
453 - Av. Roma / Av. EUA,11,3,2022-02-14,20:59:47.,2022-02-14 20:59:47,-9.14207,38.74873
456 - Entrecampos / Av. das Forças Armadas,29,12,2022-02-14,20:59:47.,2022-02-14 20:59:47,-9.14872,38.74877
305 - Avenida da Liberdade / Rua Barata Salgueiro,4,12,2022-02-14,20:59:48.,2022-02-14 20:59:48,-9.147,"38.72228 """
401 - Rua Martens Ferrão / Av. Fontes Pereira de Melo,2,14,2022-02-14,20:59:48.,2022-02-14 20:59:48,-9.14742,38.72894
426 - Av. Elias Garcia / Av. 5 de Outubro,1,13,2022-02-14,20:59:49.,2022-02-14 20:59:49,-9.14793,38.739046]
477 - Alameda da Universidade / Faculdade de Direito,6,18,2022-02-14,20:59:49.,2022-02-14 20:59:49,-9.15671,38.75264
415 - Av. Duque de Ávila / Av. Conde Valbom,12,8,2022-02-14,20:59:50.,2022-02-14 20:59:50,-9.148443,38.735188
101 - Alameda dos Oceanos / Rua dos Argonautas,16,0,2022-02-14,20:59:39.,2022-02-14 20:59:39,-9.096804,38.756161
452 - Rua Teixeira de Pascoais / Rua Dr. Gama Barros,8,2,2022-02-14,20:59:40.,2022-02-14 20:59:40,-9.136681,38.747751
104 - Gare do Oriente,3,37,2022-02-14,20:59:40.,2022-02-14 20:59:40,-9.097322,38.766716
110 - Rua de Moscavide,12,6,2022-02-14,20:59:40.,2022-02-14 20:59:40,-9.097068,38.778466
106 - Jardim Garcia da Orta,7,7,2022-02-14,20:59:41.,2022-02-14 20:59:41,-9.092506,38.769459
