desigcomercial,numbicicletas,numdocasvacias,add_data,add_hora,datetime,longitude,latitude
417 - Av. Duque de Ávila / Jardim Arco Do Cego,16,7,2022-03-14,09:08:40.,2022-03-14 09:08:40,-9.142703,38.735352
307 - Marquês de Pombal,11,22,2022-03-14,09:08:41.,2022-03-14 09:08:41,-9.149334,38.724954
474 - Av. do Brasil / Av. Rio de Janeiro,4,12,2022-03-14,09:08:40.,2022-03-14 09:08:40,-9.1409,38.75832 
316 - Rua António Pedro / Rua Pascoal de Melo,0,14,2022-03-14,09:08:42.,2022-03-14 09:08:42,-9.135356,38.731424
478 - Alameda da Universidade / Faculdade de Letras,13,19,2022-03-14,09:08:42.,2022-03-14 09:08:42,-9.15717,38.75359
308 - Marquês de Pombal,10,1,2022-03-14,09:08:42.,2022-03-14 09:08:42,-9.14969,38.7246 
105 - CC Vasco da Gama,21,19,2022-03-14,09:08:42.,2022-03-14 09:08:42,-9.096222,38.768548
414 - Av. Duque de Ávila / Rua Pinheiro Chagas,5,14,2022-03-14,09:08:44.,2022-03-14 09:08:44,-9.151,"38.735 ""ty"
110 - Rua de Moscavide,5,13,2022-03-14,09:08:44.,2022-03-14 09:08:44,-9.097068,38.778466
135 - Avenida Cidade de Lourenço Marques / Vale do,1,19,2022-03-14,09:08:49.,2022-03-14 09:08:49,-9.118689,38.764067
473 - Av. do Brasil / Av. de Roma,1,13,2022-03-14,09:08:49.,2022-03-14 09:08:49,-9.14697,38.75643
471 - Rua Lopes de Mendonça / EB São João de Brito,10,0,2022-03-14,09:08:49.,2022-03-14 09:08:49,-9.137337,38.756487
150 - Avenida Dr. Francisco Luis Gomes / Go Fit,2,15,2022-03-14,09:08:49.,2022-03-14 09:08:49,-9.111745,38.769665
464 - Av. da Igreja / Rua Afonso Lopes Vieira,4,10,2022-03-14,09:08:48.,2022-03-14 09:08:48,-9.148427,38.75165]
481 - Campo Grande / Museu da Cidade,9,11,2022-03-14,09:08:48.,2022-03-14 09:08:48,-9.156169,38.758207
134 - Praça Cidade do Luso,3,17,2022-03-14,09:08:48.,2022-03-14 09:08:48,-9.116342,38.765588
459 - Rua Maria Amália Vaz de Carvalho / ES Rainha D. Leonor,12,8,2022-03-14,09:08:48.,2022-03-14 09:08:48,-9.141741,38.751481
403 - Av. Fontes Pereira de Melo,6,14,2022-03-14,09:08:42.,2022-03-14 09:08:42,-9.146522,38.731698
408 - Praça Duque de Saldanha,9,1,2022-03-14,09:08:43.,2022-03-14 09:08:43,-9.144117,38.733749
226 - Rua dos Fanqueiros,3,14,2022-03-14,09:08:50.,2022-03-14 09:08:50,-9.136456,38.711888
432 - Praça de Londres,6,4,2022-03-14,09:08:45.,2022-03-14 09:08:45,-9.1377,"38.7407 """
479 - Rua Professor Oliveira Marques,13,1,2022-03-14,09:08:53.,2022-03-14 09:08:53,-9.15724,38.75491
490 - Rua Fernando Namora / Azinhaga da Torre do Fato,9,7,2022-03-14,09:08:53.,2022-03-14 09:08:53,-9.17849,38.76026
410 - Rua da Mesquita / Universidade Nova de Lisboa,21,19,2022-03-14,09:08:55.,2022-03-14 09:08:55,-9.16015,38.73492
483 - Rua Professor Francisco Lucas Pires ,5,11,2022-03-14,09:08:55.,2022-03-14 09:08:55,-9.16405,38.75939
421 - Alameda D. Afonso Henriques,0,20,2022-03-14,09:08:40.,2022-03-14 09:08:40,-9.13416,38.73736
114 - Via do Oriente,8,2,2022-03-14,09:08:43.,2022-03-14 09:08:43,-9.09974,38.78836
214 - Largo de Santos,7,17,2022-03-14,09:08:43.,2022-03-14 09:08:43,-9.15424,38.70673
446 - Av. República / Interface Entrecampos ,13,27,2022-03-14,09:08:47.,2022-03-14 09:08:47,-9.14773,38.74456
477 - Alameda da Universidade / Faculdade de Direito,13,11,2022-03-14,09:08:47.,2022-03-14 09:08:47,-9.15671,38.75264
460 - Av. Rio de Janeiro / Parque de Jogos 1º de Maio,3,12,2022-03-14,09:08:48.,2022-03-14 09:08:48,-9.13749,38.75176
415 - Av. Duque de Ávila / Av. Conde Valbom,4,16,2022-03-14,09:08:44.,2022-03-14 09:08:44,-9.148443,38.735188
457 - Rua Aboim Ascensão,2,8,2022-03-14,09:08:47.,2022-03-14 09:08:47,-9.14722,38.74975
462 - Campo Grande / Biblioteca Nacional,19,10,2022-03-14,09:08:49.,2022-03-14 09:08:49,-9.15031,38.75027
131 - Avenida de Berlim / Praça Baden Powell,4,17,2022-03-14,09:08:49.,2022-03-14 09:08:49,-9.110767,38.768137
426 - Av. Elias Garcia / Av. 5 de Outubro,13,1,2022-03-14,09:08:42.,2022-03-14 09:08:42,-9.14793,38.739046]
