id_expl,id_planeamento,desig_comercial,tipo_servico_niveis,num_bicicletas,num_docas,racio,estado,update_date,bbox,update_date_hour,update_date_only,longitude,latitude
221,221,221-Rua do Crucifixo/Rua São Nicolau,A,0,15,0.0,repair,2022-02-24 23:00:59,"-9.138828, 38.710191, -9.138828, 38.710191",23,2022-02-24,-9.138828,38.710191
151,151,151 - Rua Contra Almirante Ferraz / Escola Sec.António Damásio,A,0,24,0.0,repair,2022-02-24 23:00:59,"-9.108728, 38.770434, -9.108728, 38.770434",23,2022-02-24,-9.108728,38.770434
130,130,130 - Avenida Berlim / Rua Américo Jesus Fernandes,A,0,20,0.0,repair,2022-02-24 23:00:59,"-9.106858, 38.767761, -9.106858, 38.767761",23,2022-02-24,-9.106858,38.767761
101,101,101 - Alameda dos Oceanos / Rua dos Argonautas,A,13,16,0.81,active,2022-02-24 23:00:30,"-9.096804, 38.756161, -9.096804, 38.756161",23,2022-02-24,-9.096804,38.756161
203,203,203 - Padrão dos Descobrimentos,A,10,22,0.45,active,2022-02-24 23:00:52,"-9.20633, 38.6935, -9.20633, 38.6935",23,2022-02-24,-9.20633,38.6935
102,102,102 - Porta do Mar,B,14,14,1.0,active,2022-02-24 23:00:31,"-9.096439, 38.759156, -9.096439, 38.759156",23,2022-02-24,-9.096439,38.759156
417,417,417 - Av. Duque de Ávila / Jardim Arco Do Cego,A,10,23,0.43,active,2022-02-24 23:00:37,"-9.142703, 38.735352, -9.142703, 38.735352",23,2022-02-24,-9.142703,38.735352
474,474,474 - Av. do Brasil / Av. Rio de Janeiro,A,7,16,0.44,active,2022-02-24 23:00:39,"-9.1409, 38.75832, -9.1409, 38.75832",23,2022-02-24,-9.1409,38.75832
421,421,421 - Alameda D. Afonso Henriques,A,19,20,0.95,active,2022-02-24 23:00:42,"-9.13416, 38.73736, -9.13416, 38.73736",23,2022-02-24,-9.13416,38.73736
309,309,309 - Rua da Palma,B,9,10,0.9,active,2022-02-24 23:00:43,"-9.13577, 38.71901, -9.13577, 38.71901",23,2022-02-24,-9.13577,38.71901
