desigcomercial,numbicicletas,numdocasvacias,add_data,add_hora,datetime,longitude,latitude
480 - Faculdade de Ciências,0,25,2022-02-22,01:19:33.,2022-02-22 01:19:33,-9.15503,38.75587
484 - Rua Professor Vieira de Almeida,21,1,2022-02-22,01:19:33.,2022-02-22 01:19:33,-9.16658,38.76081
114 - Via do Oriente,4,6,2022-02-22,01:19:34.,2022-02-22 01:19:34,-9.09974,38.78836
408 - Praça Duque de Saldanha,4,6,2022-02-22,01:19:34.,2022-02-22 01:19:34,-9.144117,38.733749
214 - Largo de Santos,5,19,2022-02-22,01:19:34.,2022-02-22 01:19:34,-9.15424,38.70673
309 - Rua da Palma,10,0,2022-02-22,01:19:31.,2022-02-22 01:19:31,-9.13577,38.71901
554 - Alameda das Linhas de Torres / Rua Ladislau,26,1,2022-02-22,01:19:35.,2022-02-22 01:19:35,-9.158298,38.768683
416 - Av. República / Avenida Duque de Ávila,2,14,2022-02-22,01:19:35.,2022-02-22 01:19:35,-9.14553,38.735304]
110 - Rua de Moscavide,17,1,2022-02-22,01:19:35.,2022-02-22 01:19:35,-9.097068,38.778466
206 - Av. Brasília / Doca de Alcântara,8,14,2022-02-22,01:19:36.,2022-02-22 01:19:36,-9.17502,38.70141
442 - Campo Pequeno,10,6,2022-02-22,01:19:36.,2022-02-22 01:19:36,-9.14523,38.743371]
476 - Av. Professor Gama Pinto / Reitoria,3,20,2022-02-22,01:19:37.,2022-02-22 01:19:37,-9.15885,38.75231
457 - Rua Aboim Ascensão,7,3,2022-02-22,01:19:38.,2022-02-22 01:19:38,-9.14722,38.74975
133 - Rua Cidade de Benguela / Avenida Cidade de L,10,8,2022-02-22,01:19:38.,2022-02-22 01:19:38,-9.110724,38.76503]
315 - Rua Passos Manuel/ Jardim Constantino,13,7,2022-02-22,01:19:42.,2022-02-22 01:19:42,-9.136968,38.731264
487 - Rua Professor João Barreira,6,8,2022-02-22,01:19:42.,2022-02-22 01:19:42,-9.17096,38.76136
226 - Rua dos Fanqueiros,11,6,2022-02-22,01:19:40.,2022-02-22 01:19:40,-9.136456,38.711888
490 - Rua Fernando Namora / Azinhaga da Torre do Fato,14,2,2022-02-22,01:19:42.,2022-02-22 01:19:42,-9.17849,38.76026
464 - Av. da Igreja / Rua Afonso Lopes Vieira,9,5,2022-02-22,01:19:39.,2022-02-22 01:19:39,-9.148427,38.75165]
471 - Rua Lopes de Mendonça / EB São João de Brito,7,3,2022-02-22,01:19:39.,2022-02-22 01:19:39,-9.137337,38.756487
212 - Av. Infante Dom Henrique / Terminal de Cruzeiros,3,17,2022-02-22,01:19:40.,2022-02-22 01:19:40,-9.12769,38.71035
481 - Campo Grande / Museu da Cidade,13,7,2022-02-22,01:19:38.,2022-02-22 01:19:38,-9.156169,38.758207
423 - Av. Conde Valbom / Rua Marquês Sá da Bandeira,9,1,2022-02-22,01:19:32.,2022-02-22 01:19:32,-9.152295,38.737911
101 - Alameda dos Oceanos / Rua dos Argonautas,5,11,2022-02-22,01:19:31.,2022-02-22 01:19:31,-9.096804,38.756161
203 - Padrão dos Descobrimentos,9,13,2022-02-22,01:19:31.,2022-02-22 01:19:31,-9.20633,38.6935 
311 - Avenida Almirante Reis Nº14,11,0,2022-02-22,01:19:33.,2022-02-22 01:19:33,-9.135295,38.721721
412 - Av. Ressano Garcia / Av. António Augusto de Aguiar,7,9,2022-02-22,01:19:33.,2022-02-22 01:19:33,-9.1546,38.73448 
427 - Av. República / Av. Visconde Valmor,3,9,2022-02-22,01:19:34.,2022-02-22 01:19:34,-9.14617,38.73812
485 - Rua Tomás da Fonseca / Rua António Albino Machado,8,2,2022-02-22,01:19:35.,2022-02-22 01:19:35,-9.17,"38.756 ""typ"
430 - Av. Barbosa Du Bocage / Rua Arco do Cego,17,3,2022-02-22,01:19:35.,2022-02-22 01:19:35,-9.14329,38.74081
113 - Alameda dos Oceanos/ Passeio do Levante,8,6,2022-02-22,01:19:36.,2022-02-22 01:19:36,-9.09825,38.78414
450 - Rua Alfredo Cortês,10,0,2022-02-22,01:19:36.,2022-02-22 01:19:36,-9.14399,38.74626
456 - Entrecampos / Av. das Forças Armadas,13,28,2022-02-22,01:19:37.,2022-02-22 01:19:37,-9.14872,38.74877
461 - Rua Professora Teresa Ambrósio,3,29,2022-02-22,01:19:37.,2022-02-22 01:19:37,-9.155564,38.749141
550 - Rua Fernando Curado Ribeiro / Alameda das Li,14,6,2022-02-22,01:19:39.,2022-02-22 01:19:39,-9.156487,38.760871
223 - Praça do Rossio,6,15,2022-02-22,01:19:39.,2022-02-22 01:19:39,-9.138952,38.713112
555 - Alameda das Linhas de Torres,33,0,2022-02-22,01:19:42.,2022-02-22 01:19:42,-9.160248,38.770657
