desigcomercial,numbicicletas,numdocasvacias,add_data,add_hora,datetime,longitude,latitude
307 - Marquês de Pombal,3,30,2022-04-17,18:58:31.,2022-04-17 18:58:31,-9.149334,38.724954
407 - Praça Duque de Saldanha,2,15,2022-04-17,18:58:31.,2022-04-17 18:58:31,-9.14446,38.73434
473 - Av. do Brasil / Av. de Roma,3,11,2022-04-17,18:58:31.,2022-04-17 18:58:31,-9.14697,38.75643
486 - Rua Hermano Neves / Rua José Escada,2,12,2022-04-17,18:58:31.,2022-04-17 18:58:31,-9.16985,38.75954
471 - Rua Lopes de Mendonça / EB São João de Brito,3,7,2022-04-17,18:58:27.,2022-04-17 18:58:27,-9.137337,38.756487
115 - Passeio dos Heróis do Mar / Rua Capitão Cook,4,8,2022-04-17,18:58:27.,2022-04-17 18:58:27,-9.09781,"38.793 """
477 - Alameda da Universidade / Faculdade de Direito,15,9,2022-04-17,18:58:27.,2022-04-17 18:58:27,-9.15671,38.75264
114 - Via do Oriente,7,3,2022-04-17,18:58:29.,2022-04-17 18:58:29,-9.09974,38.78836
223 - Praça do Rossio,6,15,2022-04-17,18:58:29.,2022-04-17 18:58:29,-9.138952,38.713112
460 - Av. Rio de Janeiro / Parque de Jogos 1º de Maio,4,11,2022-04-17,18:58:29.,2022-04-17 18:58:29,-9.13749,38.75176
134 - Praça Cidade do Luso,3,17,2022-04-17,18:58:30.,2022-04-17 18:58:30,-9.116342,38.765588
488 - Rua Fernando Namora / Rua António Quadros,7,13,2022-04-17,18:58:32.,2022-04-17 18:58:32,-9.17526,38.76014
474 - Av. do Brasil / Av. Rio de Janeiro,3,13,2022-04-17,18:58:24.,2022-04-17 18:58:24,-9.1409,38.75832 
464 - Av. da Igreja / Rua Afonso Lopes Vieira,7,7,2022-04-17,18:58:25.,2022-04-17 18:58:25,-9.148427,38.75165]
132 - Avenida de Berlim / Rua Cidade de Cabinda,1,24,2022-04-17,18:58:30.,2022-04-17 18:58:30,-9.11255,38.76829
518 - Avenida das Nações Unidas / Azinhaga da Torre do Fato,0,20,2022-04-17,18:58:24.,2022-04-17 18:58:24,-9.177955,38.764097
463 - Campo Grande / Av. da Igreja,3,7,2022-04-17,18:58:23.,2022-04-17 18:58:23,-9.14951,38.75243
362 - Avenida Eng. Duarte Pacheco,0,40,2022-04-17,18:58:23.,2022-04-17 18:58:23,-9.159469,38.72437]
313 - Rua Frei Francisco Foreiro / Rua de Arroios,2,12,2022-04-17,18:58:23.,2022-04-17 18:58:23,-9.135956,38.728049
508 - Estação de Comboios de Benfica,0,25,2022-04-17,18:58:23.,2022-04-17 18:58:23,-9.200039,38.74473]
552 - Alameda das Linhas de Torres / Hospital Puli,0,12,2022-04-17,18:58:33.,2022-04-17 18:58:33,-9.157335,38.766075
419 - Av. António José de Almeida / Instituto Superior Técnico,21,4,2022-04-17,18:58:33.,2022-04-17 18:58:33,-9.13956,38.73811
550 - Rua Fernando Curado Ribeiro / Alameda das Li,9,11,2022-04-17,18:58:33.,2022-04-17 18:58:33,-9.156487,38.760871
432 - Praça de Londres,8,2,2022-04-17,18:58:34.,2022-04-17 18:58:34,-9.1377,"38.7407 """
316 - Rua António Pedro / Rua Pascoal de Melo,3,11,2022-04-17,18:58:34.,2022-04-17 18:58:34,-9.135356,38.731424
401 - Rua Martens Ferrão / Av. Fontes Pereira de Melo,4,12,2022-04-17,18:58:34.,2022-04-17 18:58:34,-9.14742,38.72894
215 - Av. 24 de Julho,0,17,2022-04-17,18:58:34.,2022-04-17 18:58:34,-9.14949,38.70662
456 - Entrecampos / Av. das Forças Armadas,35,6,2022-04-17,18:58:34.,2022-04-17 18:58:34,-9.14872,38.74877
222 - Praça da Figueira,7,23,2022-04-17,18:58:35.,2022-04-17 18:58:35,-9.13828,38.71383
476 - Av. Professor Gama Pinto / Reitoria,11,12,2022-04-17,18:58:35.,2022-04-17 18:58:35,-9.15885,38.75231
206 - Av. Brasília / Doca de Alcântara,6,16,2022-04-17,18:58:35.,2022-04-17 18:58:35,-9.17502,38.70141
104 - Gare do Oriente,12,28,2022-04-17,18:58:35.,2022-04-17 18:58:35,-9.097322,38.766716
361 - Amoreiras Shopping Center,0,31,2022-04-17,18:58:22.,2022-04-17 18:58:22,-9.160992,38.72392]
365 - Rua Castilho / Rua Marquês da Fronteira,0,30,2022-04-17,18:58:23.,2022-04-17 18:58:23,-9.157531,38.729724
406 - Praça Duque de Saldanha,9,8,2022-04-17,18:58:23.,2022-04-17 18:58:23,-9.145341,38.734247
