desigcomercial,numbicicletas,numdocasvacias,add_data,add_hora,datetime,longitude,latitude
406 - Praça Duque de Saldanha,9,8,2022-03-24,15:16:02.,2022-03-24 15:16:02,-9.145341,38.734247
468 - Largo Frei Heitor Pinto,0,21,2022-03-24,15:16:05.,2022-03-24 15:16:05,-9.13827,38.75482
361 - Amoreiras Shopping Center,0,0,2022-03-24,15:16:00.,2022-03-24 15:16:00,-9.161044,38.723876
475 - Av. Professor Gama Pinto / Cantina Velha,26,15,2022-03-24,15:16:01.,2022-03-24 15:16:01,-9.15907,38.75115
132 - Avenida de Berlim / Rua Cidade de Cabinda,0,25,2022-03-24,15:16:07.,2022-03-24 15:16:07,-9.11255,38.76829
413 - Av. Ressano Garcia / Av. António Augusto de Aguiar,1,9,2022-03-24,15:16:07.,2022-03-24 15:16:07,-9.15425,38.73432
134 - Praça Cidade do Luso,0,20,2022-03-24,15:16:07.,2022-03-24 15:16:07,-9.116342,38.765588
309 - Rua da Palma,3,7,2022-03-24,15:16:05.,2022-03-24 15:16:05,-9.13577,38.71901
415 - Av. Duque de Ávila / Av. Conde Valbom,1,19,2022-03-24,15:16:06.,2022-03-24 15:16:06,-9.148443,38.735188
420 - Av. Rovisco Pais / Av. Manuel da Maia,24,2,2022-03-24,15:16:06.,2022-03-24 15:16:06,-9.13672,38.73617
109 - Alameda dos Oceanos / Rua Ilha dos Amores,8,6,2022-03-24,15:16:03.,2022-03-24 15:16:03,-9.094672,38.777589
301 - Avenida da Liberdade / Restauradores,16,6,2022-03-24,15:16:03.,2022-03-24 15:16:03,-9.14242,38.71702
210 - Rua de Cascais / Alcântara Terra,0,0,2022-03-24,15:16:00.,2022-03-24 15:16:00,-9.175234,38.702936
214 - Largo de Santos,8,16,2022-03-24,15:16:02.,2022-03-24 15:16:02,-9.15424,38.70673
484 - Rua Professor Vieira de Almeida,4,18,2022-03-24,15:16:07.,2022-03-24 15:16:07,-9.16658,38.76081
307 - Marquês de Pombal,13,20,2022-03-24,15:16:08.,2022-03-24 15:16:08,-9.149334,38.724954
487 - Rua Professor João Barreira,4,10,2022-03-24,15:16:08.,2022-03-24 15:16:08,-9.17096,38.76136
218 - Cais do Sodré,5,17,2022-03-24,15:16:09.,2022-03-24 15:16:09,-9.14471,38.70617
310 - Rua Pina Manique / Largo do Intendente ,0,17,2022-03-24,15:16:10.,2022-03-24 15:16:10,-9.134847,38.720733
552 - Alameda das Linhas de Torres / Hospital Puli,2,10,2022-03-24,15:16:11.,2022-03-24 15:16:11,-9.157335,38.766075
555 - Alameda das Linhas de Torres,1,32,2022-03-24,15:16:11.,2022-03-24 15:16:11,-9.160248,38.770657
222 - Praça da Figueira,16,14,2022-03-24,15:16:11.,2022-03-24 15:16:11,-9.13828,38.71383
410 - Rua da Mesquita / Universidade Nova de Lisboa,32,8,2022-03-24,15:16:11.,2022-03-24 15:16:11,-9.16015,38.73492
105 - CC Vasco da Gama,18,22,2022-03-24,15:16:12.,2022-03-24 15:16:12,-9.096222,38.768548
203 - Padrão dos Descobrimentos,10,12,2022-03-24,15:16:12.,2022-03-24 15:16:12,-9.20633,38.6935 
205 - Av. Brasília / Cordoaria,5,5,2022-03-24,15:16:12.,2022-03-24 15:16:12,-9.188,"38.697 ""ty"
476 - Av. Professor Gama Pinto / Reitoria,10,13,2022-03-24,15:16:13.,2022-03-24 15:16:13,-9.15885,38.75231
365 - Rua Castilho / Rua Marquês da Fronteira,0,0,2022-03-24,15:16:00.,2022-03-24 15:16:00,-9.157531,38.729724
224 - Martim Moniz,2,20,2022-03-24,15:16:09.,2022-03-24 15:16:09,-9.13651,38.71498
488 - Rua Fernando Namora / Rua António Quadros,10,10,2022-03-24,15:16:09.,2022-03-24 15:16:09,-9.17526,38.76014
316 - Rua António Pedro / Rua Pascoal de Melo,6,8,2022-03-24,15:16:10.,2022-03-24 15:16:10,-9.135356,38.731424
216 - Praça D. Luís I,1,20,2022-03-24,15:16:10.,2022-03-24 15:16:10,-9.14655,38.70663
313 - Rua Frei Francisco Foreiro / Rua de Arroios,1,13,2022-03-24,15:16:01.,2022-03-24 15:16:01,-9.135956,38.728049
474 - Av. do Brasil / Av. Rio de Janeiro,2,14,2022-03-24,15:16:01.,2022-03-24 15:16:01,-9.1409,38.75832 
103 - Jardim da Água,20,0,2022-03-24,15:16:01.,2022-03-24 15:16:01,-9.095019,38.761218
459 - Rua Maria Amália Vaz de Carvalho / ES Rainha D. Leonor,10,10,2022-03-24,15:16:08.,2022-03-24 15:16:08,-9.141741,38.751481
423 - Av. Conde Valbom / Rua Marquês Sá da Bandeira,0,10,2022-03-24,15:16:08.,2022-03-24 15:16:08,-9.152295,38.737911
311 - Avenida Almirante Reis Nº14,7,4,2022-03-24,15:16:08.,2022-03-24 15:16:08,-9.135295,38.721721
480 - Faculdade de Ciências,24,1,2022-03-24,15:16:03.,2022-03-24 15:16:03,-9.15503,38.75587
403 - Av. Fontes Pereira de Melo,6,14,2022-03-24,15:16:03.,2022-03-24 15:16:03,-9.146522,38.731698
414 - Av. Duque de Ávila / Rua Pinheiro Chagas,1,18,2022-03-24,15:16:04.,2022-03-24 15:16:04,-9.151,"38.735 ""ty"
417 - Av. Duque de Ávila / Jardim Arco Do Cego,3,20,2022-03-24,15:16:06.,2022-03-24 15:16:06,-9.142703,38.735352
106 - Jardim Garcia da Orta,5,9,2022-03-24,15:16:02.,2022-03-24 15:16:02,-9.092506,38.769459
137 - Rua Cidade de Bissau {entrada SPACIO},0,33,2022-03-24,15:16:07.,2022-03-24 15:16:07,-9.114505,38.762829
130 - Avenida Berlim / Rua Américo Jesus Fernandes,0,20,2022-03-24,15:16:09.,2022-03-24 15:16:09,-9.106858,38.767761
225 - Martim Moniz,6,10,2022-03-24,15:16:09.,2022-03-24 15:16:09,-9.13694,38.71526
433 - Av. Paris / Av. Almirante Reis,10,4,2022-03-24,15:16:11.,2022-03-24 15:16:11,-9.13409,38.74095
401 - Rua Martens Ferrão / Av. Fontes Pereira de Melo,7,9,2022-03-24,15:16:11.,2022-03-24 15:16:11,-9.14742,38.72894
551 - Rua Francisco Stromp / Alameda das Linhas de,2,18,2022-03-24,15:16:12.,2022-03-24 15:16:12,-9.157235,38.762584
408 - Praça Duque de Saldanha,2,8,2022-03-24,15:16:01.,2022-03-24 15:16:01,-9.144117,38.733749
107 - Rotunda dos Vice-Reis,4,10,2022-03-24,15:16:01.,2022-03-24 15:16:01,-9.095416,38.774505
101 - Alameda dos Oceanos / Rua dos Argonautas,15,1,2022-03-24,15:16:00.,2022-03-24 15:16:00,-9.096804,38.756161
314 - Rua Marques da Silva / Rua António Pedro,1,11,2022-03-24,15:16:01.,2022-03-24 15:16:01,-9.135675,38.729657
463 - Campo Grande / Av. da Igreja,0,10,2022-03-24,15:16:02.,2022-03-24 15:16:02,-9.14951,38.75243
449 - Av. 5 de Outubro / Rua da Cruz Vermelha,5,9,2022-03-24,15:16:05.,2022-03-24 15:16:05,-9.150085,38.746836
443 - Av. de Roma / Fórum Lisboa,7,7,2022-03-24,15:16:05.,2022-03-24 15:16:05,-9.13866,38.74351
416 - Av. República / Avenida Duque de Ávila,2,14,2022-03-24,15:16:03.,2022-03-24 15:16:03,-9.14553,38.735304]
477 - Alameda da Universidade / Faculdade de Direito,17,7,2022-03-24,15:16:03.,2022-03-24 15:16:03,-9.15671,38.75264
428 - Av. República / Avenida Barbosa Du Bocage,3,9,2022-03-24,15:16:04.,2022-03-24 15:16:04,-9.14684,38.74047
421 - Alameda D. Afonso Henriques,5,15,2022-03-24,15:16:04.,2022-03-24 15:16:04,-9.13416,38.73736
135 - Avenida Cidade de Lourenço Marques / Vale do,0,20,2022-03-24,15:16:04.,2022-03-24 15:16:04,-9.118689,38.764067
485 - Rua Tomás da Fonseca / Rua António Albino Machado,7,3,2022-03-24,15:16:04.,2022-03-24 15:16:04,-9.17,"38.756 ""typ"
114 - Via do Oriente,0,10,2022-03-24,15:16:05.,2022-03-24 15:16:05,-9.09974,38.78836
304 - Avenida da Liberdade / São Jorge,4,12,2022-03-24,15:16:07.,2022-03-24 15:16:07,-9.14637,38.72026
306 - Avenida da Liberdade / Rua Alexandre Herculano,7,9,2022-03-24,15:16:07.,2022-03-24 15:16:07,-9.14854,38.72281
